AU;811
AK;810
AE;809
AW;807
W;806
K;797
Q;785,640,573
K;771,776,581,582
P;706,637,620,596,572
X;644,643,555
R;643
AD;638,548,530,808
AE;636,635,531
AB;594,589
AC;593,529
K;811
S;579
T;575,576
AT;570
W:569,528
AA;560,561,559
R;557
Z;544
AU;533
AK;532
